Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / Japan,Price / Japan,Compare At Price / Japan,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Yellow Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Green Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Violet Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Pink Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Red Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Green Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,White,,,Black Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Red Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Green Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,M,,,White,,,Black Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Red Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Green Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,L,,,White,,,Black Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Red Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Green Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XL,,,White,,,Black Holo,,,144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
der-lichtweg,der Lichtweg,"<p><meta charset=""utf-8""><span>Ascend with faith, led by the Spirit, lit by the light of the Most High. These steps are not stone but they are a calling. Each one brings you closer to your destiny, your divinity, your eternal place in His presence. The sky isn’t the limit, your belief is. He is beyond the light… you hear him right?</span></p>",SUPER Spec. ,Arts & Entertainment,"","",true,Size ,"8.5"" x 11"" Poster Print",,,,,,,,"",0.0,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZy_Watermark_22-04-2025_11-27-15-3040AM.png?v=1747026459,1,"",false,,,multicolor,spirituality,,lb,,,true,,,true,,,true,,,true,,,true,,,active
der-lichtweg,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
der-lichtweg,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",0.0,shopify,deny,manual,35.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
divine-distortion-stairway-to-the-shadows,Divine Distortion - Stairway To The Shadows,"<p><meta charset=""utf-8""><span>The ones who fear the dark will never master it. But to walk these stairs is to risk your soul. One step too deep, and knowledge becomes corruption. Walk not in fear, but in awareness. These steps belong to the curious. To those who seek to understand the dark without being consumed by it.</span><br><span>Every whisper is a lesson. Every shadow, a mirror. But lose your mind, heart, or soul… and you lose yourself.</span><br><span>Will this path lead to salvation—or damnation. Or your ultimate understanding of both sides☯️</span><br><span>A voice waits for you in the void:</span><br><span>I am beyond the light… you hear me right.</span></p>",SUPER Spec. ,Arts & Entertainment,Art Print,art,true,Size,"8.5"" x 11"" Poster Print",,,,,,,,"",0.0,shopify,continue,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZyWatermark_23-04-2025_04-04-18-2800AM.png?v=1746635717,1,"",false,,,multicolor,art,,lb,,,true,,,true,,,true,,,true,,,true,,,active
divine-distortion-stairway-to-the-shadows,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,"",0.0,shopify,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
divine-distortion-stairway-to-the-shadows,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
divine-radiance,Divine Radiance,"<p><meta charset=""utf-8""><span>The sun never touched the rose, yet she bloomed, fed only by the light, not hands. This piece is a tribute to the way love can live in energy alone. A rose nourished by presence, not possession. (The Holy sun is also referred to as the Holy son Jesus at all times to me.)</span><br><br><span>I used to have a stained glass window in my house in NY back when I was a child with a rose like this. I drew it from memory. But it was a beautiful thing to sit on my steps and look at this window and the light shine thru it in the mornings. To simply walk past it was a Blessing. I used to ponder as a child about such beauty and the relationship of the Lord and his Father nourishing all things on this earth… I’ve been shown wondrous phenomena since birth and I’m just lucky to show my appreciation for all I’ve seen and learn through these eyes of mine.</span></p>",SUPER Spec. ,Arts & Entertainment,Art Print,"",true,Size,"8.5"" x 11"" Poster Print",,,,,,,,"",0.0,shopify,continue,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0578/2847/5068/files/eZyWatermark_25-04-2025_12-28-47-8070PM.png?v=1747026135,1,"",false,,,floral,spirituality,,lb,,,true,,,true,,,true,,,true,,,true,,,active
divine-radiance,,,,,,,,,"8.5""x 11"" Framed Art Print",,,,,,,,"",0.0,shopify,continue,manual,25.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
divine-radiance,,,,,,,,,"12"" x 16"" Framed Art Print",,,,,,,,"",0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,lb,,,,,,,,,,,,,,,,,,
draft,Super Spooky face,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Imported</li>
<li data-mce-fragment=""1"">SUPER soft touch Tee</li>
<li data-mce-fragment=""1"">4.3 oz., 60/40 combed ringspun cotton/polyester</li>
<li data-mce-fragment=""1"">Fabric laundered</li>
<li data-mce-fragment=""1"">Side seams</li>
<li data-mce-fragment=""1"">Holographic SUPER Star on Chest, Back, and Both sleeves<br><img src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492""><br>
</li>
</ul>",SUPER Spec.,,Clothing,"",false,Size,XS,,Color,Black,,Material,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/products/image.png?v=1634837697,1,"",false,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,archived
draft,,,,,,,,,XS,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/products/image.jpg?v=1634837699,2,"",,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,XS,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
draft,,,,,,,,,S,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
